event_time,baseline,aggressive_v2
2025-11-12 18:00:00+00:00,99637.84435380765,99141.9336132071
2025-11-12 19:00:00+00:00,99687.82222801537,99139.00291287423
2025-11-12 20:00:00+00:00,99747.61539778291,99108.35892047008
2025-11-13 14:00:00+00:00,99811.33262142687,99028.67085088485
2025-11-13 15:00:00+00:00,99753.33934978418,98811.23513047323
2025-11-13 16:00:00+00:00,99909.66634944279,99326.76791332226
2025-11-13 17:00:00+00:00,99860.51030409517,99481.90804282279
2025-11-13 18:00:00+00:00,99850.55915069336,99404.90212209
2025-11-13 19:00:00+00:00,99700.72000292815,99102.96664409991
2025-11-13 20:00:00+00:00,99634.83626321185,99149.82754069597
2025-11-14 14:00:00+00:00,99660.34527949532,99445.8737834178
2025-11-14 15:00:00+00:00,99616.5051169775,99531.506355185
2025-11-14 16:00:00+00:00,99488.62944988185,99494.3314604944
2025-11-14 17:00:00+00:00,99612.52533662356,99802.24816453716
2025-11-14 18:00:00+00:00,99602.35718686512,99651.57323608123
2025-11-14 19:00:00+00:00,99833.84311874815,99795.28544872614
2025-11-14 20:00:00+00:00,99898.36045817853,99901.18629342929
2025-11-17 14:00:00+00:00,100044.35195303516,100046.96030234025
2025-11-17 15:00:00+00:00,99996.17295073475,99787.01346494023
2025-11-17 16:00:00+00:00,100090.53538855593,99910.13783894094
2025-11-17 17:00:00+00:00,99897.35242607302,99654.82768894582
2025-11-17 18:00:00+00:00,99905.34372455618,99739.9010177028
2025-11-17 19:00:00+00:00,99815.22533834838,99882.82389275523
2025-11-17 20:00:00+00:00,99784.05442072576,99544.44227659244
2025-11-18 14:00:00+00:00,99753.63343948705,99682.8059871801
2025-11-18 15:00:00+00:00,99697.50763313938,99428.63998959055
2025-11-18 16:00:00+00:00,99636.43292959346,99638.09322138851
2025-11-18 17:00:00+00:00,99639.35974679666,99759.97787726476
2025-11-18 18:00:00+00:00,99795.9207403755,99989.10721154106
2025-11-18 19:00:00+00:00,99880.96680905607,100284.93013443977
2025-11-18 20:00:00+00:00,99847.88081857932,100090.25735082277
2025-11-19 14:00:00+00:00,99722.35580781376,99766.48809924787
2025-11-19 15:00:00+00:00,99705.53511021391,99750.16981773435
2025-11-19 16:00:00+00:00,99738.45459146894,99591.28337240103
2025-11-19 17:00:00+00:00,99662.73064695357,99533.86823702208
2025-11-19 18:00:00+00:00,99777.68430779685,99924.97868857786
2025-11-19 19:00:00+00:00,99848.04966788426,100004.57148150336
2025-11-19 20:00:00+00:00,99938.17747102083,100036.82105919441
2025-11-20 14:00:00+00:00,99835.76465350631,99980.0232755073
2025-11-20 15:00:00+00:00,99986.58983383722,100044.0383587662
2025-11-20 16:00:00+00:00,99778.13771899755,100134.82007759815
2025-11-20 17:00:00+00:00,99649.33180693547,99962.1767727923
2025-11-20 18:00:00+00:00,99577.62589066214,99829.11225579146
2025-11-20 19:00:00+00:00,99647.78635709023,99686.24481987355
2025-11-20 20:00:00+00:00,99695.64604314746,99725.68809358387
2025-11-21 14:00:00+00:00,99584.42237090008,99570.43626341232
2025-11-21 15:00:00+00:00,99513.04099144542,99363.876740509
2025-11-21 16:00:00+00:00,99609.97497981315,99607.79340821545
2025-11-21 17:00:00+00:00,99653.50081415166,99434.58200128481
2025-11-21 18:00:00+00:00,99634.65029529936,99304.12123588064
2025-11-21 19:00:00+00:00,99791.3948426481,99478.55204328003
2025-11-21 20:00:00+00:00,99834.40857402443,99682.89876501281
2025-11-24 14:00:00+00:00,99996.49103692194,100147.70747917442
2025-11-24 15:00:00+00:00,100129.33339477486,100251.57330516004
2025-11-24 16:00:00+00:00,100221.21810638695,100314.26682602933
2025-11-24 17:00:00+00:00,100243.5025820486,100267.61659636798
2025-11-24 18:00:00+00:00,100385.22403142735,100361.03538209725
2025-11-24 19:00:00+00:00,100267.03262787672,100242.35670768748
2025-11-24 20:00:00+00:00,100243.71579015626,100186.30947702001
2025-11-25 14:00:00+00:00,100264.28150949287,100264.80066152778
2025-11-25 15:00:00+00:00,100452.34010381716,100410.64185105082
2025-11-25 16:00:00+00:00,100364.34210744924,100232.85780276856
2025-11-25 17:00:00+00:00,100298.93955369513,100314.6991053407
2025-11-25 18:00:00+00:00,100370.72809587547,100360.1086323625
2025-11-25 19:00:00+00:00,100399.32239081712,100333.20769831094
2025-11-25 20:00:00+00:00,100361.45377223144,100229.440234208
2025-11-26 14:00:00+00:00,100321.52467001302,99902.70562732313
2025-11-26 15:00:00+00:00,100342.9559288104,99752.65840989506
2025-11-26 16:00:00+00:00,100475.10010835469,100052.4673006984
2025-11-26 17:00:00+00:00,100381.83158348677,100076.8594955463
2025-11-26 18:00:00+00:00,100582.0283999337,100475.32558054886
2025-11-26 19:00:00+00:00,100637.43047441973,100653.8843184711
2025-11-26 20:00:00+00:00,100690.81317143983,100910.57038868996
2025-11-27 14:00:00+00:00,100663.94657710625,100541.61465288508
2025-11-27 15:00:00+00:00,100747.45530362613,100792.86225186862
2025-11-27 16:00:00+00:00,100675.77594847996,100640.8714223907
2025-11-27 17:00:00+00:00,100648.00228193605,100518.96941850259
2025-11-27 18:00:00+00:00,100524.28324509483,100408.73500521385
2025-11-27 19:00:00+00:00,100539.58458570903,100496.75820112429
2025-11-27 20:00:00+00:00,100518.5150629003,100567.99339991363
2025-11-28 14:00:00+00:00,100459.96839826409,100661.77538459584
2025-11-28 15:00:00+00:00,100351.06013483844,100517.14254456709
2025-11-28 16:00:00+00:00,100559.7336562818,100980.57259849782
2025-11-28 17:00:00+00:00,100603.21034697737,101126.59562748663
2025-11-28 18:00:00+00:00,100658.34605016035,101403.69519500353
2025-11-28 19:00:00+00:00,100625.0221160123,101366.71601136622
2025-11-28 20:00:00+00:00,100667.88429716488,101439.4126898775
2025-12-01 14:00:00+00:00,100667.50955172168,101435.91104257105
2025-12-01 15:00:00+00:00,100624.24451036994,101330.8093430506
2025-12-01 16:00:00+00:00,100764.60756443717,101650.40010020533
2025-12-01 17:00:00+00:00,100797.11321981621,101633.64320875367
2025-12-01 18:00:00+00:00,100873.36477557402,101612.75628451993
2025-12-01 19:00:00+00:00,100839.52000386413,101547.95118801165
2025-12-01 20:00:00+00:00,101004.41510054469,101682.44132562296
2025-12-02 14:00:00+00:00,100994.99198369008,101597.70740975506
2025-12-02 15:00:00+00:00,100859.625102004,101533.20508747108
2025-12-02 16:00:00+00:00,100940.35493075689,101863.17202351843
2025-12-02 17:00:00+00:00,101001.5986051877,102133.76600709162
2025-12-02 18:00:00+00:00,100946.86762994752,101956.60230465488
2025-12-02 19:00:00+00:00,101015.23652710956,102260.15997886242
2025-12-02 20:00:00+00:00,101199.78504942855,102382.85878016101
2025-12-03 14:00:00+00:00,101263.11521329469,102247.09393318603
2025-12-03 15:00:00+00:00,101060.74117603441,101665.34037914079
2025-12-03 16:00:00+00:00,101030.88848649168,101617.74369636421
2025-12-03 17:00:00+00:00,101050.22716439489,101614.02684828237
2025-12-03 18:00:00+00:00,101012.0483269322,101591.54167297363
2025-12-03 19:00:00+00:00,100946.63479763395,101553.35632815235
2025-12-03 20:00:00+00:00,100956.74795741746,101698.67606674455
2025-12-04 14:00:00+00:00,101011.37263065696,101827.13919722753
2025-12-04 15:00:00+00:00,101106.343734692,102035.37041407201
2025-12-04 16:00:00+00:00,100954.90211729733,101842.06463997895
2025-12-04 17:00:00+00:00,100918.21196361854,101762.70514587752
2025-12-04 18:00:00+00:00,100957.07046653997,101918.4287058894
2025-12-04 19:00:00+00:00,100985.5390667666,102193.58883325531
2025-12-04 20:00:00+00:00,101135.08235836445,102123.116010368
2025-12-05 14:00:00+00:00,101379.34233170064,102573.73731397526
2025-12-05 15:00:00+00:00,101506.84213927077,102826.00195228463
2025-12-05 16:00:00+00:00,101433.60305291793,102616.4190442199
2025-12-05 17:00:00+00:00,101528.83595161344,102809.14845060543
2025-12-05 18:00:00+00:00,101416.98503497956,102798.15204842055
2025-12-05 19:00:00+00:00,101472.07140345086,103194.55132957471
2025-12-05 20:00:00+00:00,101455.61645242583,103145.62223177968
2025-12-08 14:00:00+00:00,101318.45895099557,103046.70431451278
2025-12-08 15:00:00+00:00,101375.53364105787,103127.13579133354
2025-12-08 16:00:00+00:00,101369.04393103965,103104.56450883682
2025-12-08 17:00:00+00:00,101379.47085439104,103048.87302041224
2025-12-08 18:00:00+00:00,101434.22399859304,102769.93522485424
2025-12-08 19:00:00+00:00,101460.442905028,102901.19876494522
2025-12-08 20:00:00+00:00,101407.09546745222,102935.94819109766
2025-12-09 14:00:00+00:00,101169.40018841128,102904.62361388563
2025-12-09 15:00:00+00:00,101057.6700994769,102679.1158054021
2025-12-09 16:00:00+00:00,101012.82819705538,102698.04692355239
2025-12-09 17:00:00+00:00,100951.17690661424,102707.72463440333
2025-12-09 18:00:00+00:00,100887.41429107785,102569.1268324549
2025-12-09 19:00:00+00:00,100903.36967492609,102583.73940422668
2025-12-09 20:00:00+00:00,100916.91275915412,102595.83750826359
2025-12-10 14:00:00+00:00,101012.02527543661,102759.95614948866
2025-12-10 15:00:00+00:00,100957.98547535177,102576.55427391532
2025-12-10 16:00:00+00:00,101035.95633906737,102800.22151367969
2025-12-10 17:00:00+00:00,101108.54419978283,103154.70263206528
2025-12-10 18:00:00+00:00,100948.92807613581,103194.99263478068
2025-12-10 19:00:00+00:00,100968.49515663323,103156.70960740377
2025-12-10 20:00:00+00:00,100886.16604407289,102963.41974452818
2025-12-11 14:00:00+00:00,100928.10731856436,103001.4054768568
2025-12-11 15:00:00+00:00,100980.4128716882,102907.03662976279
2025-12-11 16:00:00+00:00,101036.90175282731,103111.41660737574
2025-12-11 17:00:00+00:00,100994.73415997514,103177.17133020217
2025-12-11 18:00:00+00:00,101127.39007572306,103419.11055651902
2025-12-11 19:00:00+00:00,101162.78080214885,103411.98860877176
2025-12-11 20:00:00+00:00,101239.35448621673,103661.1445506369
2025-12-12 14:00:00+00:00,101344.70379921036,103932.06427266021
2025-12-12 15:00:00+00:00,101432.97407541644,104095.2922276369
2025-12-12 16:00:00+00:00,101332.9466288042,104066.40814445587
2025-12-12 17:00:00+00:00,101378.9157324656,104346.41147536786
2025-12-12 18:00:00+00:00,101337.833699341,104440.69304023815
2025-12-12 19:00:00+00:00,101481.21509833736,104609.44632783065
2025-12-12 20:00:00+00:00,101677.24728689628,104775.06210008735
2025-12-15 14:00:00+00:00,101832.83701959872,105095.03194390082
2025-12-15 15:00:00+00:00,101747.76743773479,104939.40149005102
2025-12-15 16:00:00+00:00,101699.34328922801,104832.519312008
2025-12-15 17:00:00+00:00,101660.05895652826,104603.86719641105
2025-12-15 18:00:00+00:00,101609.25716196111,104578.03606161619
2025-12-15 19:00:00+00:00,101630.61499188161,104535.15969448305
2025-12-15 20:00:00+00:00,101484.12314156137,104502.01695377487
2025-12-16 14:00:00+00:00,101363.42079443086,104294.4023156432
2025-12-16 15:00:00+00:00,101458.91323503199,104471.31760066684
2025-12-16 16:00:00+00:00,101456.58132661588,104516.91754149561
2025-12-16 17:00:00+00:00,101337.37701857317,104276.33126397569
2025-12-16 18:00:00+00:00,101422.43772624654,104507.61829260224
2025-12-16 19:00:00+00:00,101191.54316012969,104191.39711706324
2025-12-16 20:00:00+00:00,101213.03537794504,104151.17531059356
2025-12-17 14:00:00+00:00,101227.1588581596,104188.46784562824
2025-12-17 15:00:00+00:00,101352.11229201588,104337.29075952672
2025-12-17 16:00:00+00:00,101315.9603290363,104350.88159084368
2025-12-17 17:00:00+00:00,101424.07719687193,104434.82770368845
2025-12-17 18:00:00+00:00,101224.33318697347,104161.17584410039
2025-12-17 19:00:00+00:00,101326.28871507285,104423.16302176539
2025-12-17 20:00:00+00:00,101405.3313917946,104709.51902220602
2025-12-18 14:00:00+00:00,101449.05778321053,104820.8547357896
2025-12-18 15:00:00+00:00,101545.85920301861,104828.39694832201
2025-12-18 16:00:00+00:00,101610.1628919479,104828.13579296159
2025-12-18 17:00:00+00:00,101721.98224654759,104988.62524291743
2025-12-18 18:00:00+00:00,101606.95039985905,105032.79848361324
2025-12-18 19:00:00+00:00,101403.12196527375,104881.48661925468
2025-12-18 20:00:00+00:00,101390.6498883742,104755.47265711013
2025-12-19 14:00:00+00:00,101475.89824698909,104956.92713574719
2025-12-19 15:00:00+00:00,101454.31915314082,104995.49481610552
2025-12-19 16:00:00+00:00,101297.82565954322,104567.32794640861
2025-12-19 17:00:00+00:00,101368.80379430481,104663.79840086692
2025-12-19 18:00:00+00:00,101433.85753104111,104542.83249876626
2025-12-19 19:00:00+00:00,101507.68621101482,104750.43304613128
2025-12-19 20:00:00+00:00,101554.457062925,104814.92363775554
2025-12-22 14:00:00+00:00,101473.65448958389,104489.23507766955
2025-12-22 15:00:00+00:00,101536.82021632274,104760.73729278072
2025-12-22 16:00:00+00:00,101562.26250796735,104870.03777963895
2025-12-22 17:00:00+00:00,101555.71515604047,104927.14972998035
2025-12-22 18:00:00+00:00,101555.57885453908,104939.33058939288
2025-12-22 19:00:00+00:00,101488.28519132864,104896.54857609567
2025-12-22 20:00:00+00:00,101363.03022758593,104563.85232189058
2025-12-23 14:00:00+00:00,101267.09748233942,104363.07509656558
2025-12-23 15:00:00+00:00,101439.38174014121,104537.12888350259
2025-12-23 16:00:00+00:00,101496.62636737245,104797.15951156493
2025-12-23 17:00:00+00:00,101310.9772230687,104642.76089516867
2025-12-23 18:00:00+00:00,101491.53251036278,105012.22727991713
2025-12-23 19:00:00+00:00,101630.04414782126,105283.98739024767
2025-12-23 20:00:00+00:00,101493.33814153835,105200.17628836913
2025-12-24 14:00:00+00:00,101455.24784588396,105050.78734745712
2025-12-24 15:00:00+00:00,101509.67498656086,105162.56525409574
2025-12-24 16:00:00+00:00,101522.05862951504,105110.50184288941
2025-12-24 17:00:00+00:00,101399.31964144862,105068.64790442295
2025-12-24 18:00:00+00:00,101456.88818574061,105226.1321414279
2025-12-24 19:00:00+00:00,101743.10140453842,105913.48194961224
2025-12-24 20:00:00+00:00,101774.72103013839,106069.79284869305
2025-12-25 14:00:00+00:00,101699.75101548637,105908.23754180907
2025-12-25 15:00:00+00:00,101699.9429744987,105615.64575474651
2025-12-25 16:00:00+00:00,101884.13427348228,105995.90807418921
2025-12-25 17:00:00+00:00,101903.87329647395,106378.28869243679
2025-12-25 18:00:00+00:00,101935.32063176332,106438.06239481899
2025-12-25 19:00:00+00:00,101921.30725779428,106610.63481201092
2025-12-25 20:00:00+00:00,102107.2686593857,106767.02110924883
2025-12-26 14:00:00+00:00,102226.1873818751,106773.52405417395
2025-12-26 15:00:00+00:00,102308.97555023499,107000.05607201482
2025-12-26 16:00:00+00:00,102028.21537654012,106573.68575761068
2025-12-26 17:00:00+00:00,102067.89787287285,106519.05939814614
2025-12-26 18:00:00+00:00,102153.04218872669,106516.75518158385
2025-12-26 19:00:00+00:00,102132.0582486171,106412.81001116462
2025-12-26 20:00:00+00:00,102038.88494244964,106351.99159094773
2025-12-29 14:00:00+00:00,102061.83215456222,106305.25309994367
2025-12-29 15:00:00+00:00,102047.83025849136,106382.34193422928
2025-12-29 16:00:00+00:00,102057.04554308162,106297.5509494963
2025-12-29 17:00:00+00:00,102055.02342103008,106205.41346295182
2025-12-29 18:00:00+00:00,102157.54925991328,106494.9746234808
2025-12-29 19:00:00+00:00,102027.91824338304,105922.44991004746
2025-12-29 20:00:00+00:00,102089.77552823612,106045.07501091502
2025-12-30 14:00:00+00:00,102270.47564439898,106032.19821057536
2025-12-30 15:00:00+00:00,102422.28986584845,106364.60411308755
2025-12-30 16:00:00+00:00,102358.57219669399,106261.5988285936
2025-12-30 17:00:00+00:00,102333.28682461698,106134.35948532599
2025-12-30 18:00:00+00:00,102255.83558549485,105898.30613174787
2025-12-30 19:00:00+00:00,102327.58818824962,106027.91471584197
2025-12-30 20:00:00+00:00,102384.50892727447,105985.326896714
2025-12-31 14:00:00+00:00,102459.22009113352,106025.51920871896
2025-12-31 15:00:00+00:00,102367.89687786973,105845.7999632176
2025-12-31 16:00:00+00:00,102267.24815419532,105669.7201665186
2025-12-31 17:00:00+00:00,102235.77324607442,105193.29820475301
2025-12-31 18:00:00+00:00,102255.90502158522,105376.66489422198
2025-12-31 19:00:00+00:00,102366.1869655494,105602.18527311785
2025-12-31 20:00:00+00:00,102434.79699302366,105739.11815944692
2026-01-01 14:00:00+00:00,102412.89764639596,105882.57164904146
2026-01-01 15:00:00+00:00,102562.81405306727,105978.75424969546
2026-01-01 16:00:00+00:00,102329.61336161282,105446.81241338304
2026-01-01 17:00:00+00:00,102452.30269638466,105597.1403358466
2026-01-01 18:00:00+00:00,102418.60952980767,105680.91124372806
2026-01-01 19:00:00+00:00,102272.50530283901,105482.06075798618
2026-01-01 20:00:00+00:00,102302.81725942098,105500.52717447506
2026-01-02 14:00:00+00:00,102295.00629423367,105554.59672755288
2026-01-02 15:00:00+00:00,102250.86789944857,105479.45186749205
2026-01-02 16:00:00+00:00,102265.03082465797,105451.35624455684
2026-01-02 17:00:00+00:00,102292.01867911477,105533.14514552409
2026-01-02 18:00:00+00:00,102427.80702149664,105680.75952342093
2026-01-02 19:00:00+00:00,102387.3997329626,105648.19480015493
2026-01-02 20:00:00+00:00,102515.09872871559,105717.45183566987
2026-01-05 14:00:00+00:00,102537.27005475381,105712.29283640078
2026-01-05 15:00:00+00:00,102681.54819791908,105952.89282249683
2026-01-05 16:00:00+00:00,102632.54094109955,105835.11699096707
2026-01-05 17:00:00+00:00,102758.54758621342,105998.92077234946
2026-01-05 18:00:00+00:00,102842.57550636306,105768.01937542766
2026-01-05 19:00:00+00:00,102908.45863197326,105818.42828987453
2026-01-05 20:00:00+00:00,102882.39316365754,105872.12809122627
2026-01-06 14:00:00+00:00,102944.61194264563,105849.27288888519
2026-01-06 15:00:00+00:00,102956.9185422798,105976.16243756033
2026-01-06 16:00:00+00:00,102719.74283403438,105581.06523646573
2026-01-06 17:00:00+00:00,102771.9278095368,105544.86197477629
2026-01-06 18:00:00+00:00,102757.78129956519,105475.31961615678
2026-01-06 19:00:00+00:00,102699.58507012177,105311.15962469002
2026-01-06 20:00:00+00:00,102780.3978131217,105553.85137516313
2026-01-07 14:00:00+00:00,102744.44030423956,105480.68147944413
2026-01-07 15:00:00+00:00,102645.24324501661,105368.98013094251
2026-01-07 16:00:00+00:00,102592.3782966632,105292.76106061038
2026-01-07 17:00:00+00:00,102473.35728488164,105242.8910487067
2026-01-07 18:00:00+00:00,102601.78071729589,105315.26992325336
2026-01-07 19:00:00+00:00,102533.17708395247,105319.62677486929
2026-01-07 20:00:00+00:00,102555.93789876619,105431.65667956616
2026-01-08 14:00:00+00:00,102629.68711492032,105449.3200671303
2026-01-08 15:00:00+00:00,102729.40144983785,105529.54503269348
2026-01-08 16:00:00+00:00,102779.83116299179,105620.73038627852
2026-01-08 17:00:00+00:00,102832.57067942475,105619.57619995669
2026-01-08 18:00:00+00:00,102747.88318345758,105427.23642113352
2026-01-08 19:00:00+00:00,102874.2586568201,105629.78054144324
2026-01-08 20:00:00+00:00,102833.11134454433,105528.54304937957
2026-01-09 14:00:00+00:00,102826.02919311893,105564.4789767507
2026-01-09 15:00:00+00:00,102821.6914140167,105438.89983310207
2026-01-09 16:00:00+00:00,102734.97399747788,105480.53274872378
2026-01-09 17:00:00+00:00,102951.78431057447,105933.65120161166
2026-01-09 18:00:00+00:00,103013.67261584305,106354.89085187504
2026-01-09 19:00:00+00:00,102887.14747811886,106388.0923301462
2026-01-09 20:00:00+00:00,102983.95194395716,106526.27400009999
2026-01-12 14:00:00+00:00,103018.15543101834,106561.66144420094
2026-01-12 15:00:00+00:00,102978.90667341882,106542.89645303434
2026-01-12 16:00:00+00:00,102697.75450233393,106223.93126168818
2026-01-12 17:00:00+00:00,102776.1568017772,106084.95836767065
2026-01-12 18:00:00+00:00,102891.81829507957,106322.97208379908
2026-01-12 19:00:00+00:00,102964.02670482105,106561.43076866612
2026-01-12 20:00:00+00:00,102871.64406543452,106464.41560831934
2026-01-13 14:00:00+00:00,102988.17922394586,106778.95869562615
2026-01-13 15:00:00+00:00,103041.14122225597,106967.78601450058
2026-01-13 16:00:00+00:00,103032.25178476216,107010.94633031602
2026-01-13 17:00:00+00:00,102938.58519538271,107145.14786376915
2026-01-13 18:00:00+00:00,102713.72788149268,106484.7130252727
2026-01-13 19:00:00+00:00,102769.79696563742,106566.79365657565
2026-01-13 20:00:00+00:00,102700.78517676343,106245.51563117345
2026-01-14 14:00:00+00:00,102860.4122611928,106500.0045734026
2026-01-14 15:00:00+00:00,102987.98408135226,106827.80600101047
2026-01-14 16:00:00+00:00,103002.57116696174,106868.06362782106
2026-01-14 17:00:00+00:00,102925.81984697451,106770.82989825301
2026-01-14 18:00:00+00:00,102942.02724931522,107098.75868907958
2026-01-14 19:00:00+00:00,103007.45695743573,107100.64760633398
2026-01-14 20:00:00+00:00,103029.50259603065,107009.85696693655
2026-01-15 14:00:00+00:00,102982.46985730043,106851.07265149012
2026-01-15 15:00:00+00:00,103080.35162979348,107205.87075039175
2026-01-15 16:00:00+00:00,103133.24955813584,107117.79579181269
2026-01-15 17:00:00+00:00,103143.94651068763,106953.8935900654
2026-01-15 18:00:00+00:00,103234.70102889444,107307.71658573391
2026-01-15 19:00:00+00:00,103054.57603017901,107007.94234382403
2026-01-15 20:00:00+00:00,103217.12419406392,107310.4645430809
2026-01-16 14:00:00+00:00,103343.99308643691,107721.77164770168
2026-01-16 15:00:00+00:00,103095.4396518491,107518.1564089652
2026-01-16 16:00:00+00:00,103149.54350670316,107464.07489930585
2026-01-16 17:00:00+00:00,103246.53890719044,107797.90309625032
2026-01-16 18:00:00+00:00,103327.88583685609,108022.35150384523
2026-01-16 19:00:00+00:00,103419.54727173227,108095.28490619015
2026-01-16 20:00:00+00:00,103421.37928029476,108121.82100606085
2026-01-19 14:00:00+00:00,103431.86507303474,107942.74486176304
2026-01-19 15:00:00+00:00,103532.53834450664,108168.08662378267
2026-01-19 16:00:00+00:00,103645.06091067006,108352.34698463586
2026-01-19 17:00:00+00:00,103574.5793662758,108112.31365184116
2026-01-19 18:00:00+00:00,103602.18756880751,108336.99915852105
2026-01-19 19:00:00+00:00,103442.22474432315,107991.0940260464
2026-01-19 20:00:00+00:00,103500.9191388269,108235.95050320751
2026-01-20 14:00:00+00:00,103665.78128590278,108331.18043773636
2026-01-20 15:00:00+00:00,103629.06435191611,108178.1180488143
2026-01-20 16:00:00+00:00,103711.81420357188,108471.35185445694
2026-01-20 17:00:00+00:00,103753.82617482553,108559.5361101753
2026-01-20 18:00:00+00:00,103747.62036749636,108600.08082526468
2026-01-20 19:00:00+00:00,103728.05148322195,108460.09423245912
2026-01-20 20:00:00+00:00,103580.81939654177,108330.25153997027
2026-01-21 14:00:00+00:00,103546.77259325692,108193.5300247783
2026-01-21 15:00:00+00:00,103608.54464696418,108515.78944374091
2026-01-21 16:00:00+00:00,103600.9063578737,108600.92029894135
2026-01-21 17:00:00+00:00,103534.27976907547,108334.05689160831
2026-01-21 18:00:00+00:00,103375.90839634006,107992.49651297592
2026-01-21 19:00:00+00:00,103379.40059009788,107926.5313353603
2026-01-21 20:00:00+00:00,103337.54605526663,107859.97982867755
2026-01-22 14:00:00+00:00,103403.40178198362,108022.82123128924
2026-01-22 15:00:00+00:00,103389.99271112523,107965.63553795363
2026-01-22 16:00:00+00:00,103275.32735748093,107710.915384944
2026-01-22 17:00:00+00:00,103060.51148447147,107370.71062615525
2026-01-22 18:00:00+00:00,103065.08930383864,107333.1872674517
2026-01-22 19:00:00+00:00,103058.37405078721,107270.14734575587
2026-01-22 20:00:00+00:00,103243.41440252312,107621.9383423757
2026-01-23 14:00:00+00:00,103197.05625426957,107572.62502650461
2026-01-23 15:00:00+00:00,103207.43455146857,107611.7451540588
2026-01-23 16:00:00+00:00,103189.11797512935,107353.41683588931
2026-01-23 17:00:00+00:00,103220.65792707964,107347.42504320563
2026-01-23 18:00:00+00:00,103249.44860901195,107432.65715040301
2026-01-23 19:00:00+00:00,103270.77167914697,107581.08297584802
2026-01-23 20:00:00+00:00,103300.39715370713,107682.92179474645
2026-01-26 14:00:00+00:00,103302.29603769557,107690.18815278394
2026-01-26 15:00:00+00:00,103238.36059402082,107324.96288118842
2026-01-26 16:00:00+00:00,103231.69663593666,107282.15548106158
2026-01-26 17:00:00+00:00,103247.08450859481,107288.29672149513
